PhraseId	SentenceId	Phrase	Sentiment
116277	6198	One of the worst films of 2002 .	0
120032	6420	because there 's not an original character , siuation or joke in the entire movie	0
33764	1588	has about 3\/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity .	0
83421	4310	the worst National Lampoon film	0
113310	6021	then just fell apart	0
57365	2892	as if a bored Cage spent the duration of the film 's shooting schedule waiting to scream : `` Got AIDS yet	0
140185	7607	uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .	0
147086	8005	the payoff is an unschooled comedy like Stealing Harvard , which fails to keep 80 minutes from seeming like 800	0
79635	4099	is definitely meaningless , vapid and devoid	0
108393	5736	if it were a person , you 'd want to smash its face in	0
82429	4256	disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling	0
58639	2955	The movie slides downhill as soon as macho action conventions assert themselves .	0
19046	835	is messy , murky , unsatisfying	0
105311	5560	it 's pretty stupid .	0
120998	6480	a ghost story gone badly awry	0
106478	5623	, it 's a real shame that so much of the movie -- again , as in The Animal -- is a slapdash mess .	0
16866	730	pact to burn the negative and the script and pretend the whole thing never existed	0
101780	5358	Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic postcard that 's superficial and unrealized .	0
87394	4532	horrendously confusing	0
89271	4640	promisingly but disintegrates into a dreary , humorless soap opera .	0
135886	7339	Excruciatingly unfunny and pitifully unromantic	0
60465	3053	drag it down to mediocrity	0
20349	909	in execution it is all awkward , static , and lifeless rumblings	0
82407	4255	rendered tedious	0
58879	2970	A clumsily manufactured exploitation flick	0
59513	3001	a play that only ever walked the delicate tightrope between farcical and loathsome	0
73415	3751	opens today in the New York metropolitan area , so distasteful	0
122982	6601	's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out	0
35159	1653	would be great to see this turd squashed under a truck , preferably a semi .	0
39432	1883	, Windtalkers seems to have ransacked every old World War II movie for overly familiar material .	0
15616	669	So boring that even its target audience talked all the way through it .	0
100749	5292	reach for a barf bag	0
92427	4813	are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears	0
106291	5612	the waste of a good cast	0
118182	6312	overkill to the highest degree	0
55435	2767	Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .	0
109239	5785	Contrived , awkward and filled with unintended laughs	0
127887	6879	is the most visually unappealing .	0
50049	2457	Most of the dialogue made me want to pack raw dough in my ears .	0
45764	2225	The Tuxedo was n't just bad ;	0
148971	8105	is a disaster , with cloying messages and irksome characters	0
73784	3774	We never feel anything for these characters	0
35547	1674	almost entirely witless and inane ,	0
84603	4377	badly made on every level	0
123490	6631	a movie as artificial and soulless	0
145347	7898	The movie is hardly a masterpiece	0
97534	5100	are more involving than this mess .	0
88232	4583	This is surely one of the most frantic , virulent and foul-natured Christmas season pics ever delivered by a Hollywood studio .	0
71813	3664	the lazy material and	0
130454	7029	stiflingly unfunny and unoriginal mess	0
15087	649	It 's a terrible movie in every regard , and utterly painful to watch .	0
5632	224	huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people	0
47718	2325	so poorly paced you could fit all of Pootie Tang in between its punchlines	0
101909	5364	this odd , inexplicable and unpleasant	0
26392	1210	posing as a real movie .	0
2991	113	to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product	0
16635	718	Pretend like your SAT scores are below 120	0
58506	2948	recommended -- as visually bland as a dentist 's waiting room ,	0
87770	4558	Please , someone , stop Eric Schaeffer before he makes another film .	0
44885	2177	by a script that takes few chances and manages to insult the intelligence of everyone in the audience	0
12565	539	sucks .	0
121642	6519	kills every sense of believability	0
149803	8156	awful movie	0
72298	3695	guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-	0
38419	1829	is precious little of either .	0
140628	7630	ultimately disappoint the action	0
82506	4259	fails to entertain	0
73288	3743	out there surrender $ 9 and 93 minutes of unrecoverable life	0
126156	6778	only obscure the message	0
115164	6134	is actually dying a slow death , if the poor quality of Pokemon 4 Ever is any indication	0
90785	4724	's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating	0
144036	7817	meandering and pointless	0
94526	4934	charge money for this ?	0
40848	1957	Busy urban comedy is clearly not Zhang 's forte	0
108541	5745	a lazy exercise in bad filmmaking	0
92576	4823	Rather , pity anyone who sees this mishmash .	0
19849	877	` The War of the Roses , ' trailer-trash style .	0
79017	4066	Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .	0
150727	8216	have to admit I walked out of Runteldat .	0
67046	3403	left with a sour taste in one 's mouth , and little else	0
123648	6640	most poorly staged and	0
102	3	would have a hard time sitting through this one	0
134207	7242	, this movie is hopeless	0
50057	2457	pack raw dough in my ears	0
126487	6802	A loud , ugly , irritating movie without any of its satirical	0
96997	5070	high-minded snoozer .	0
72238	3692	Depressingly thin and exhaustingly contrived .	0
108720	5755	like one of -LRB- Spears ' -RRB- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .	0
88970	4623	by orchestrating a finale that is impenetrable and dull	0
89058	4629	unlikely to be appreciated by anyone outside the under-10 set	0
120020	6420	have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie	0
5830	233	lackadaisical plotting and mindless action	0
150090	8176	You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .	0
136476	7379	hitting your head on the theater seat in front of you when you doze off thirty minutes into the film	0
131004	7060	, the movie makes two hours feel like four .	0
121636	6519	the film goes right over the edge and kills every sense of believability	0
146347	7959	If there 's a heaven for bad movies	0
81008	4175	see a movie that takes such a speedy swan dive from `` promising ''	0
116718	6224	that its protagonist , after being an object of intense scrutiny for 104 minutes , remains a complete blank	0
92148	4795	a man who has little clue about either the nature of women or of friendship	0
23427	1063	could be the worst film a man has made about women since Valley of the Dolls	0
35337	1662	It is supremely unfunny and unentertaining to watch middle-age and older men drink to excess , piss on trees , b.s. one another and put on a show in drag .	0
129738	6982	... an hour-and-a-half of inoffensive , unmemorable filler .	0
146244	7952	A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore .	0
136991	7409	I guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .	0
45838	2229	the result is disappointing	0
82181	4241	My Sweet has so many flaws it would be easy for critics to shred it .	0
88063	4574	in three words : Thumbs Friggin ' Down	0
62807	3178	the film is deadly dull	0
117964	6301	the pantheon of wreckage that includes Battlefield Earth and Showgirls	0
91286	4749	this piece of crap	0
29787	1381	uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter	0
104480	5514	the movie bogs down in insignificance , saying nothing about Kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .	0
119360	6382	a hokey piece of nonsense that tries too hard to be emotional	0
155446	8508	be lulled into a coma	0
47350	2309	The project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger Fatal Attraction into a high school setting .	0
14067	605	the worst kind of hubristic folly	0
110292	5841	That such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .	0
24594	1120	the situations and the dialogue spin hopelessly out of control -- that is to say	0
20394	911	a giant step backward for a director I admire	0
48091	2345	wasted nearly two hours of your own precious life with this silly little puddle of a movie	0
134105	7237	confusion and pain	0
98283	5151	walked out muttering words like `` horrible '' and `` terrible , ''	0
84468	4369	An amateurish , quasi-improvised acting exercise	0
22198	995	comes across as lame and sophomoric	0
30749	1431	... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for	0
36395	1721	Worthless , from its pseudo-rock-video opening	0
111841	5936	mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love	0
129228	6949	falls far short	0
33765	1588	has about 3\/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity	0
91135	4741	will cause loads of irreparable damage that years and years of costly analysis could never fix	0
148151	8062	lumpy as two-day old porridge	0
91117	4741	If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia	0
73856	3778	assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low	0
113141	6010	did they deem it necessary to document all this emotional misery	0
37484	1780	Why anyone who is not a character in this movie should care is beyond me .	0
55339	2760	represents Adam Sandler 's latest attempt to dumb down the universe .	0
131238	7073	wasting away inside unnecessary films like Legally Blonde and Sweet Home Abomination	0
114650	6100	director ever making his wife look so bad in a major movie	0
110772	5868	ca n't act	0
150643	8211	This mess of a movie	0
94049	4907	the most part a useless movie ,	0
28222	1299	lacks any real raw emotion , which is fatal for a film that relies on personal relationships .	0
93878	4898	This is the kind of movie that gets a quick release before real contenders arrive in September .	0
46102	2241	's nothing interesting in Unfaithful whatsoever	0
16633	718	Pretend like your SAT scores are below 120 and you might not notice the flaws	0
151531	8265	quite a nosedive	0
16522	710	to get through this interminable , shapeless documentary about the swinging subculture	0
144571	7848	Oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .	0
140164	7605	Then again , in a better movie , you might not have noticed .	0
12254	524	the point of nausea	0
66886	3394	By that measure , it is a failure .	0
27466	1261	him to churn out one mediocre movie after another	0
76578	3938	insultingly unbelievable final act	0
127302	6847	The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament	0
98221	5147	without much of a story	0
49182	2404	It would be disingenuous to call Reno a great film ,	0
119689	6401	is a total misfire	0
37393	1775	really as bad as you might think	0
151662	8274	Boy , has this franchise ever run out of gas .	0
83955	4338	ca n't rescue Adrian Lyne 's Unfaithful from its sleazy moralizing .	0
34049	1600	Loosely speaking , we 're in All of Me territory again , and , strictly speaking , Schneider is no Steve Martin .	0
26003	1190	are so unmemorable , despite several attempts at lengthy dialogue scenes ,	0
152165	8302	if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .	0
143008	7763	We get light showers of emotion a couple of times , but then -- strangely -- these wane to an inconsistent and ultimately unsatisfying drizzle	0
22218	997	's not a comedic moment in this romantic comedy .	0
90617	4717	Manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick .	0
118382	6323	comes to mind : So why is this so boring ?	0
114655	6100	so bad in a major movie	0
138710	7516	soon-to-be-forgettable	0
98196	5145	ugly , pointless , stupid	0
5600	223	a bad blend of an overripe episode of TV 's Dawson 's Creek and a recycled and dumbed-down version of Love Story	0
49244	2408	degrades its characters , its stars and its audience	0
94449	4930	a bad plot	0
52153	2575	just that it 's so not-at-all-good	0
119297	6376	absurd finale	0
28002	1286	is a case of too many chefs fussing over too weak a recipe .	0
144033	7817	-RRB- meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot	0
37192	1764	It may as well be called `` Jar-Jar Binks : The Movie . ''	0
53865	2674	A woefully dull , redundant concept that bears more than a whiff of exploitation , despite Iwai 's vaunted empathy .	0
78787	4055	An inept , tedious spoof	0
123642	6640	some of the most poorly staged and lit action in memory	0
62245	3147	The directing and story are disjointed , flaws that have to be laid squarely on Taylor 's doorstep .	0
138218	7480	the most irresponsible picture ever released by a major film studio .	0
144032	7817	this -RRB- meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot	0
153548	8385	a bad-movie way	0
90409	4705	the price of admission for the ridicule factor	0
74153	3798	drops the ball	0
122929	6596	am more offended by his lack of faith in his audience than by anything on display here	0
54036	2685	The characters ... are paper-thin , and their personalities undergo radical changes when it suits the script .	0
24419	1110	a disappointment is the superficial way it deals with its story .	0
154933	8476	which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run	0
95436	4985	... as stiff , ponderous and charmless as a mechanical apparatus	0
27124	1248	feels as if everyone making it lost their movie mojo .	0
31195	1457	Overwrought , melodramatic bodice-ripper	0
86173	4461	This 90-minute dud could pass for Mike Tyson 's E !	0
82121	4237	is light , innocuous and unremarkable	0
56224	2818	only so much baked cardboard I need to chew	0
88971	4623	orchestrating a finale that is impenetrable and dull	0
73760	3772	it 's one of the worst of the entire franchise .	0
134009	7232	lack contrast , are murky	0
98292	5151	'' and `` terrible	0
74200	3801	skirts around any scenes that might have required genuine acting from Ms. Spears	0
13395	576	this jumbled mess	0
88380	4592	could n't come up with a better script .	0
116547	6214	cold and dead	0
139731	7582	Too bad none of it is funny .	0
111067	5887	Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel .	0
146211	7951	Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative	0
42154	2028	given it a one-star rating	0
1654	61	makes your teeth hurt	0
31021	1445	's the worst movie I 've seen this summer	0
114031	6062	makes you feel like you 're watching an iceberg melt -- only	0
137903	7461	bad behavior	0
148146	8062	that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project	0
45793	2226	, is n't nearly as funny as it thinks it is	0
114851	6115	the most annoying thing	0
37990	1806	feel my eyelids ... getting ... very ...	0
29542	1368	we have a bad , bad , bad movie	0
72391	3700	is as deep as a Petri dish and as well-characterized	0
47786	2329	a fudged opportunity	0
25546	1168	I wo n't argue with anyone who calls ` Slackers ' dumb , insulting , or childish ...	0
26023	1190	inhale this gutter romancer 's secondhand material	0
129082	6942	lulls you into a gentle waking coma .	0
33034	1548	's simply stupid , irrelevant and deeply , truly , bottomlessly cynical	0
148858	8099	One of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time	0
23329	1058	hate El Crimen del Padre Amaro because it 's anti-Catholic	0
19392	851	can drown out the tinny self-righteousness of his voice	0
52477	2597	Would Benigni 's Italian Pinocchio have been any easier to sit through than this hastily dubbed disaster ?	0
127047	6832	unimaginative and derivative	0
117252	6256	This thing works on no level whatsoever for me .	0
9793	407	manages to do virtually everything wrong	0
134138	7239	-LRB- Sam 's -RRB- self-flagellation is more depressing than entertaining .	0
52158	2575	not-at-all-good	0
52336	2588	did n't have an original bone in his body	0
55554	2774	, wannabe-hip crime comedy	0
15094	649	a terrible movie	0
135191	7297	been astronomically bad	0
74959	3843	a whole lot of nada	0
141670	7686	Instead of letting the laughs come as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .	0
140195	7607	third-rate horror sequels	0
127301	6847	The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament .	0
115375	6147	is boring	0
130580	7036	of two unrelated shorts that falls far short	0
99035	5194	Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997 .	0
143998	7816	done well to end this flawed , dazzling series with the raising of something other than his own cremaster	0
84768	4384	cheap-shot mediocrity	0
83788	4331	, it should pay reparations to viewers .	0
136777	7398	You see the movie and you think , zzzzzzzzz .	0
151037	8233	's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic	0
22203	995	lame	0
135946	7343	to farts , urine , feces , semen , or any of the other foul substances	0
57889	2918	a flop with the exception of about six gags that really work	0
83646	4324	the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack	0
12564	539	sucks . '	0
137342	7431	as other rowdy raunch-fests -- farts , boobs , unmentionables --	0
75528	3873	not even a hint of joy , preferring to focus on the humiliation of Martin as he defecates in bed and urinates on the plants at his own birthday party	0
31363	1466	he has severe body odor	0
121832	6528	insistent and repetitive	0
2972	113	The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .	0
38915	1856	Men in Black II achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as Whiffle-Ball epic	0
73271	3743	put together by some cynical creeps at Revolution Studios and Imagine Entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life	0
55344	2760	to dumb down the universe	0
34509	1621	a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .	0
59737	3012	The acting is amateurish , the cinematography is atrocious , the direction is clumsy ,	0
147525	8028	's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .	0
18274	798	old garbage	0
3979	150	failing , ultimately ,	0
71814	3664	the lazy material	0
13049	561	myself powerfully drawn toward the light -- the light of the exit sign	0
55375	2763	, truly bad	0
83579	4320	The following things are not at all entertaining : The bad sound , the lack of climax and , worst of all , watching Seinfeld -LRB- who is also one of the film 's producers -RRB- do everything he can to look like a good guy .	0
97666	5112	limply between bizarre comedy and pallid horror	0
114535	6093	Another wholly unnecessary addition to the growing , moldering pile of , well , extreme stunt pictures .	0
80164	4130	An incoherent jumble of a film that 's rarely as entertaining as it could have been .	0
154717	8461	so dumb	0
135249	7303	plays like a bad soap opera	0
110662	5864	if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination	0
87392	4532	ends so horrendously confusing	0
16865	730	a pact to burn the negative and the script and pretend the whole thing never existed	0
124291	6675	The movie is almost completely lacking in suspense , surprise and consistent emotional conviction .	0
119515	6389	very insecure	0
84453	4368	dumb gags , anatomical humor ,	0
19596	861	lax and limp a comedy as I 've seen in a while , a meander through worn-out material	0
40377	1932	hampered by Taylor 's cartoonish performance and the film 's ill-considered notion	0
154308	8433	A markedly inactive film , City is conversational bordering on confessional .	0
148721	8091	is contrived , unmotivated , and psychologically unpersuasive , with an inconclusive ending .	0
99555	5220	worse than you can imagine	0
24551	1117	Serving Sara '' has n't much more to serve than silly fluff	0
59804	3016	skip the film and	0
101129	5315	Bray is completely at sea ; with nothing but a Savage Garden music video on his resume , he has no clue about making a movie	0
1002	36	avoid	0
27185	1251	realize that they 've already seen this exact same movie a hundred times	0
133562	7205	shows up and ruins everything	0
97616	5107	Generic slasher-movie nonsense	0
44884	2177	wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience	0
28533	1319	give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film	0
98278	5151	Her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .	0
36864	1747	Far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive	0
62221	3145	is one big , dumb action movie	0
69451	3531	is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie	0
128637	6919	under-inspired , overblown enterprise	0
72046	3678	to crawl up your own \*\*\* in embarrassment	0
122578	6575	is to see two Academy Award winning actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best	0
87977	4570	director Hoffman , his writer and Kline 's agent should serve detention	0
48040	2343	it would be a shame if this was your introduction to one of the greatest plays of the last 100 years	0
128091	6891	that 's about as overbearing and over-the-top as the family it	0
85032	4398	slow , predictable and not very amusing	0
45917	2233	is matched only by the ridiculousness of its premise	0
116871	6236	Jackass is a vulgar and cheap-looking version of Candid Camera staged for the Marquis de Sade set .	0
58425	2944	hate the feeling of having been slimed in the name of High Art .	0
141531	7678	begins to resemble the shapeless , grasping actors ' workshop that it is .	0
64553	3267	Bloody Sunday lacks in clarity	0
58640	2955	slides downhill as soon as macho action conventions assert themselves .	0
28814	1336	is too loud and thoroughly overbearing	0
69005	3505	the material is so second-rate	0
31005	1445	This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen this summer	0
5726	227	a more confused , less interesting and more sloppily made film could possibly come down the road in 2002	0
70070	3568	Stinks from start	0
144803	7861	Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .	0
84599	4377	's so badly made on every level that I 'm actually having a hard time believing people were paid to make it .	0
32449	1521	, Lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	0
75462	3869	vehicle to showcase the Canadian 's inane ramblings	0
54355	2701	, 102-minute infomercial	0
109496	5800	A film that should be relegated to a dark video store corner is somehow making its way instead to theaters .	0
101802	5358	that 's superficial and unrealized	0
74573	3824	What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?	0
73678	3768	no plot in this Antonio Banderas-Lucy Liu faceoff	0
19485	854	disappointing and meandering	0
109138	5780	About as enjoyable , I would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .	0
109694	5813	of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes	0
77260	3975	another self-consciously overwritten story about a rag-tag bunch of would-be characters that team up for a ca n't -	0
48353	2360	ca n't believe anyone would really buy this stuff	0
73759	3772	, it 's one of the worst of the entire franchise .	0
80856	4168	is Sandler running on empty , repeating what he 's already done way too often .	0
101994	5369	Audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching	0
73083	3733	unfunny one	0
35774	1688	`` Bad '' is the operative word for `` Bad Company ,	0
65597	3324	banal , virulently unpleasant excuse	0
7323	299	A dreary movie .	0
144804	7861	represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .	0
137025	7412	offers nothing more than a bait-and-switch that is beyond playing fair with the audience	0
114104	6066	Fails in making this character understandable , in getting under her skin , in exploring motivation ... Well before the end , the film grows as dull as its characters , about whose fate it is hard to care .	0
135192	7297	astronomically bad	0
27920	1282	We hate -LRB- Madonna -RRB- within the film 's first five minutes , and she lacks the skill or presence to regain any ground	0
149367	8127	designed Equilibrium becomes a concept doofus	0
59657	3010	when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over	0
131189	7071	equally miserable film	0
77582	3990	really , really stupid	0
80235	4136	It 's a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow .	0
116110	6188	treats his audience the same way that Jim Brown treats his women -- as dumb , credulous , unassuming , subordinate subjects .	0
131820	7106	's the worst movie of 2002	0
86196	4462	is often preachy and	0
119400	6385	whose teeth are a little too big for her mouth	0
43513	2104	It 's a visual Rorschach test and I must have failed .	0
128418	6909	is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .	0
117254	6256	works on no level whatsoever for me	0
128346	6906	Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .	0
154310	8433	A markedly inactive film ,	0
101905	5364	few films have been this odd , inexplicable and unpleasant .	0
152330	8312	`` The Adventures of Pluto Nash '' is a big time stinker .	0
12290	526	's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .	0
151039	8233	when a documentary fails to live up to -- or offer any new insight into -- its chosen topic	0
8143	336	joyless , idiotic , annoying , heavy-handed ,	0
73858	3778	had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low	0
151596	8269	is a movie where the most notable observation is how long you 've been sitting still .	0
2866	110	A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being	0
117411	6265	want my money back	0
73222	3739	long and unfocused	0
54383	2702	, contrived , overblown , and entirely implausible	0
118983	6360	Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them	0
151503	8263	obvious , preposterous , the movie will likely set the cause of woman warriors back decades .	0
23186	1050	they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0
84200	4351	If this is cinema , I pledge allegiance to Cagney and Lacey .	0
32631	1530	The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences	0
6320	252	paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers	0
105529	5572	clumsy dialogue , heavy-handed phoney-feeling sentiment	0
81716	4216	of my least favourite emotions , especially when I have to put up with 146 minutes of it	0
148558	8083	he waters it down , turning grit and vulnerability into light reading	0
3722	141	bad bluescreen	0
10236	430	rip-off	0
143662	7796	a retread story	0
135454	7315	self-consciously flashy camera effects , droning house music and flat , flat dialogue	0
135950	7343	farts , urine , feces , semen	0
138839	7525	more abundant supply in this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo	0
112926	5998	a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that I ca n't believe any viewer , young or old , would have a good time here .	0
32949	1544	As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and	0
40720	1951	incompetent , incoherent or just plain crap	0
148627	8086	Illiterate	0
40984	1965	ca n't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops	0
137222	7423	, another gross-out college comedy -- ugh .	0
52904	2622	to joyless special-effects excess	0
114033	6062	feel like you 're watching an iceberg melt -- only	0
61541	3111	turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters	0
37318	1771	'' loses its overall sense of mystery and becomes a TV episode rather than a documentary that you actually buy into .	0
74198	3801	the way it skirts around any scenes that might have required genuine acting from Ms. Spears	0
78748	4053	riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it	0
66891	3394	is a failure .	0
154938	8476	the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run	0
118588	6337	a technological exercise that lacks juice and delight	0
146382	7961	a bad idea from frame one	0
86831	4498	tastelessness and	0
68678	3489	is oppressively heavy .	0
2476	95	Scarcely worth	0
147735	8038	is offensive , puerile and unimaginatively foul-mouthed	0
61723	3120	The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .	0
66582	3379	pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451	0
91729	4773	is even lazier and far less enjoyable	0
49821	2443	emaciated flick	0
119070	6364	wears thin -- then out -- when there 's nothing else happening	0
33468	1569	with a lower I.Q. than when I had entered	0
154975	8478	content to recycle images and characters that were already tired 10 years ago	0
54430	2705	long and relentlessly saccharine	0
36848	1745	kiddie fantasy pablum	0
125183	6726	appalling , shamelessly manipulative and contrived , and	0
87358	4531	has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience	0
150656	8212	A determined , ennui-hobbled slog that really does n't have much to say beyond the news	0
100076	5251	formulaic and forgettable	0
106703	5635	all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance	0
123762	6645	to examine , the interior lives of the characters in his film , much less incorporate them into his narrative	0
106647	5632	Dull and mechanical ,	0
126896	6822	pop up in a cinematic year already littered with celluloid garbage	0
102972	5427	ludicrous film	0
17898	779	starts off promisingly but then proceeds to flop	0
129205	6948	, simple-minded and stereotypical	0
117388	6263	of how very bad a motion picture can truly be	0
121947	6537	Gaping plot holes sink this ` sub ' - standard thriller and drag audience enthusiasm to crush depth .	0
35550	1674	entirely witless and	0
78107	4020	It 's been 13 months and 295 preview screenings since I last walked out on a movie	0
8022	328	painfully	0
112933	5998	a movie so sloppy , so uneven , so damn unpleasant	0
58097	2927	how bad his movie is	0
49643	2433	A peculiar misfire that even Tunney ca n't save .	0
20807	929	Collateral Damage is trash ,	0
51709	2550	The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .	0
138052	7467	I felt disrespected .	0
117689	6283	The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected .	0
100748	5292	would reach for a barf bag	0
71225	3635	when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0
80234	4135	hogwash	0
